filename,title,year,certainty
104185668.txt,Lovely Molly of the county of Down - L.C.2846(24),1790,
104185669.txt,Yellow-hair'd laddie - L.C.2846(25),1790,
104185670.txt,"Drowned mariner, or, The low-lands of Holland has twin'd my love and me - L.C.2846(26)",1790,
104185671.txt,Young man's dream - L.C.2846(27),1790,
104185672.txt,Dandy---o - L.C.2846(28),1800,
104185673.txt,Banks of the Dee - L.C.2846(29),1790,
104185674.txt,"John of Badenyon, or, A man in search of a friend - L.C.2846(3)",1790,
104185675.txt,Poor man's looking glass - L.C.2846(30),1790,
104185676.txt,Penny-worth of wit - L.C.2846(31),1790,uncertain
104185677.txt,Bonny Lizie Bailie - L.C.2846(32),1790,
104185678.txt,Captain Wedderburn's courtship to Lord Roslin's daughter - L.C.2846(33),1780,
104185679.txt,Golden glove - L.C.2846(34),1790,
104185680.txt,"Improbability, or, The batchelor's dislike to a married life - L.C.2846(35)",1790,
104185681.txt,Young woman's wish - L.C.2846(36),1790,
104185682.txt,Gramachree Molly - L.C.2846(37),1790,
104185683.txt,"British grenadiers, or, The crown's safeguard - L.C.2846(38)",1790,
104185684.txt,"Mistaken lady's garland, or, The squire cheated - L.C.2846(39)",1790,
104185685.txt,Beds of roses - L.C.2846(4),1790,
104185686.txt,Tamie Lamie's cure for a drunken wife - L.C.2846(40),1790,
104185687.txt,"Dick & Nell, or, Linky Lanky - L.C.2846(41)",1790,
104185688.txt,Jockie to the fair - L.C.2846(42),1790,
104185689.txt,"K. William & the plowman, or, Industry rewarded - L.C.2846(43)",1790,
104185690.txt,"Way to be happy, or, The new way of Tullochgorum - L.C.2846(44)",1790,
104185691.txt,Injured fair - L.C.2846(45),1790,
104185692.txt,"Virtue & beauty in danger, or, King Edward courting the London virgin - L.C.2846(46)",1790,
104185693.txt,"Pope's knavery, or, Old Nick's invention - L.C.2846(47)",1795,
104185694.txt,"Bob and his landlady, or, The young soldier's frolic - L.C.2846(48)",1790,
104185695.txt,Pride and vanity of young women - L.C.2846(49),1790,
104185696.txt,"Poor man's counsel, or, The married man's guide - L.C.2846(5)",1790,
104185697.txt,North country lass - L.C.2846(50),1790,
104185698.txt,Galloway shepherds - L.C.2846(51),1790,
104185699.txt,Happy couple - L.C.2846(52),1790,
104185700.txt,Keys of love - L.C.2846(53),1790,
104185701.txt,"Goodman of Auchtermouchtie, or, The goodwife turn'd goodman - L.C.2846(54)",1785,
104185702.txt,Black bird - L.C.2846(55),1790,
104185703.txt,Auld Robin Gray - L.C.2846(56),1790,
104185704.txt,"Tibby Fowler, or, The lass with the siller bridle - L.C.2846(57)",1790,
104185705.txt,Jovial batchelor - L.C.2846(58),1790,
104185706.txt,"Two contented cuckolds, or, Tit for tat - L.C.2846(59)",1790,
104185707.txt,New way of Johnny's grey-breeks - L.C.2846(6),1790,
104185708.txt,"Two sailors outwitted, or, Eggs and bacon - L.C.2846(60)",1790,
104185709.txt,Bonny Scot - L.C.2846(7),1790,
104185711.txt,"Buxom dame of Reading, or, The cuckold's cap - L.C.2846(9)",1790,
104185713.txt,Pleasing art of money-catching - L.C.2847(10),1840,
104185714.txt,"Spaewife, or Universal fortune-teller - L.C.2847(11)",1840,
104185715.txt,New scrap-book - L.C.2847(12),1840,
104185716.txt,Merry msue [sic] - L.C.2847(13),1840,
104185717.txt,Interesting history of Robert Burns - L.C.2847(14),1840,
104185718.txt,Hermit of Warkworth - L.C.2847(15),1840,
104185719.txt,"Tale of the Rebellion of 1745, or, The broken heart - L.C.2847(16)",1840,
104185720.txt,"Madrid shaver's singular adventures, and wonderful escape from the Spanish Inquisition - L.C.2847(17)",1840,
104185721.txt,"Constant lovers, or, Jemmy and Nancy of Yarmouth - L.C.2847(18)",1840,
104185722.txt,Reciter - L.C.2847(19),1840,
104185723.txt,"Loss of the steamship Forfarshire, Captain Humble - L.C.2847(2)",1840,
104185724.txt,Seraphim - L.C.2847(20),1840,
104185725.txt,New historical catechism - L.C.2847(21),1839,
104185726.txt,"Odds and ends, or, A groat's-worth of fun for a penny - L.C.2847(22)",1840,
104185727.txt,Merryman songster - L.C.2847(23),1840,
104185728.txt,Prayer book for families and private persons - L.C.2847(24),1840,
104185729.txt,Storys of The bewitched fiddler - L.C.2847(25),1840,
104185730.txt,Pleasures of matrimony - L.C.2847(26),1840,
104185731.txt,"Golden dreamer, or, Dreams interpreted - L.C.2847(27)",1840,
104185732.txt,Daniel O'Rourke's wonderful voyage to the moon - L.C.2847(28),1840,
104185733.txt,"Lost and undone son of perdition, or, The life and death of Judas Iscariot - L.C.2847(29)",1840,
104185734.txt,Comical history of Simple John and his twelve misfortunes - L.C.2847(3),1840,
104185735.txt,Witty & entertaining exploits of George Buchanan - L.C.2847(30),1840,
104185736.txt,Comical history of Simple John and his twelve misfortunes - L.C.2847(31),1840,
104185737.txt,Witty and entertaining exploits of George Buchanan - L.C.2847(4),1840,
104185738.txt,Comical sayings of Paddy from Cork - L.C.2847(5),1840,
104185739.txt,History of Dr. Faustus - L.C.2847(6),1840,
104185740.txt,Village curate - L.C.2847(7),1840,
104185741.txt,Merry tales of the wise men of Gotham - L.C.2847(8),1840,
104185742.txt,"Life and prophecies, of Alexander Peden - L.C.2847(9)",1840,
104185743.txt,John Falkirk's cariches - L.C.2848(1),1840,
104185744.txt,Comical history of Simple John and his twelve misfortunes - L.C.2848(10),1840,
104185745.txt,Wife of Beith - L.C.2848(11),1840,
104185746.txt,Prophecies of Thomas the Rhymer - L.C.2848(12),1840,
104185747.txt,History of Sir William Wallace the renowned Scottish champion - L.C.2848(13),1840,
104185748.txt,Travels and adventures of Wm. Lithgow - L.C.2848(14),1840,
104185749.txt,Madrid shaver's adventures in the Spanish Inquisition - L.C.2848(15),1840,
104185750.txt,Life and astonishing adventures of Peter Williamson - L.C.2848(16),1840,
104185751.txt,Storys of Prince Lupin - L.C.2848(17),1840,
104185752.txt,Entertaining history of John Cheap the Chapman - L.C.2848(2),1840,
104185753.txt,Whole proceedings of Jocky & Maggy's courtship - L.C.2848(3),1840,
104185754.txt,Comical tricks of Lothian Tom - L.C.2848(4),1840,
104185755.txt,Comical tricks of Lothian Tom - L.C.2848(5),1840,
104185756.txt,Coalman's courtship to the creel-wife's daughter - L.C.2848(6),1840,
104185757.txt,"Fun upon fun, or, Leper, the tailor - L.C.2848(7)",1840,
104185758.txt,"Fun upon fun, or, Leper, the tailor - L.C.2848(8)",1840,
104185759.txt,Comical history of Simple John and his twelve misfortunes - L.C.2848(9),1840,
104185760.txt,"Rob Roy, the celebrated Highland freebooter, or, Memoirs of the Osbaldistone family - L.C.2849(1)",1840,
104185761.txt,Life and transactions of Mrs. Jane Shore - L.C.2849(10),1840,
104185762.txt,Storys of The three beggars - L.C.2849(11),1840,
104185763.txt,Remarkable family adventure of Saunders Watson - L.C.2849(12),1840,
104185764.txt,"Ali Baba, or, The forty thieves - L.C.2849(13)",1840,
104185765.txt,Storys of Prince Lupin - L.C.2849(14),1840,
104185766.txt,Story of the bitter wedding - L.C.2849(15),1840,
104185767.txt,Ghost of my uncle - L.C.2849(16),1840,
104185768.txt,"History of Cinderella, or, The little glass slipper - L.C.2849(17)",1840,
104185769.txt,Storys of The bewitched fiddler - L.C.2849(18),1840,
104185770.txt,"Story of the little white mouse, or, The overthrow of the tyrant king - L.C.2849(19)",1840,
104185771.txt,"Rob Roy, the celebrated Highland freebooter, or, Memoirs of the Osbaldistone family - L.C.2849(2)",1840,
104185772.txt,Pleasing art of money-catching - L.C.2849(20),1840,
104185773.txt,Comical stories of Thrummy Cap and the Ghaist - L.C.2849(3),1840,
104185774.txt,Comical story of Thrummy Cap and the ghaist - L.C.2849(4),1840,
104185775.txt,Murdered minstrel - L.C.2849(5),1840,
104185776.txt,Murder'd minstrel - L.C.2849(6),1840,
104185777.txt,Murderit mynstrell - L.C.2849(7),1840,
104185778.txt,Vermin killer - L.C.2849(8),1840,
104185779.txt,Storys of The young robber - L.C.2849(9),1840,
104185780.txt,Jolly beggar - L.C.2850(1),1823,
104185781.txt,Flowers of the forest - L.C.2850(10),1825,
104185782.txt,He comes from the wars - L.C.2850(11),1825,
104185783.txt,Hark away - L.C.2850(12),1825,
104185784.txt,Twine weel the plaiden - L.C.2850(13),1825,
104185785.txt,Todlen hame - L.C.2850(14),1825,
104185786.txt,Molly O'Rigge - L.C.2850(15),1825,
104185787.txt,Bide ye yet - L.C.2850(16),1825,
104185788.txt,Highland plaid - L.C.2850(17),1825,
104185789.txt,Be a good boy and take care of yourself - L.C.2850(18),1825,
104185790.txt,Tibby Fowler - L.C.2850(19),1825,
104185791.txt,Bold dragoon - L.C.2850(2),1825,
104185792.txt,Kebbuckston wedding - L.C.2850(20),1825,
104185793.txt,Grog - L.C.2850(21),1825,
104185794.txt,Heaving of the lead - L.C.2850(22),1825,
104185795.txt,"Fair widow, are ye wauking - L.C.2850(23)",1825,
104185796.txt,John Anderson my Jo - L.C.2850(24),1828,
104185797.txt,Ewie wi' the crooked horn - L.C.2850(25),1828,
104185798.txt,Young Lochinvar - L.C.2850(26),1828,
104185799.txt,Lament of Flora M'Donald - L.C.2850(27),1828,
104185800.txt,Bess the Gawkie - L.C.2850(28),1828,
104185801.txt,Two babes in the wood - L.C.2850(29),1828,
104185802.txt,Tam Glen - L.C.2850(3),1823,
104185803.txt,Highland Harry - L.C.2850(30),1828,
104185804.txt,'Twas on the morn of sweet May Day - L.C.2850(31),1829,
104185805.txt,Betsey Baker - L.C.2850(32),1829,
104185806.txt,Year that's awa - L.C.2850(33),1829,
104185807.txt,Hurrah for the bonnets of blue - L.C.2850(34),1829,
104185808.txt,Dainty Davie - L.C.2850(4),1823,
104185809.txt,Tam Glen - L.C.2850(5),1823,
104185810.txt,Bessy Bell & Mary Gray - L.C.2850(6),1823,
104185811.txt,Lass o' Ballochmyle - L.C.2850(7),1823,
104185812.txt,Battle of Roslin - L.C.2850(8),1823,
104185813.txt,Twa weavers - L.C.2850(9),1825,
104185814.txt,"Short and easie catechism wherein the more difficult terms in the Assemblie's Shorter Catechism, are opened and explained - L.C.2850.A(1)",1719,
104185815.txt,Saints' duty in evil times - L.C.2850.A(10),1787,
104185816.txt,Cry to the whole earth; a sermon preached by the Reverend Mr. John Welch - L.C.2850.A(11),1785,
104185817.txt,"Two old historical Scots poems, giving an account of the battles of Harlaw, and the Reid-squair - L.C.2850.A(12)",1748,
104185818.txt,Life and exploits of Jack Sheppard - L.C.2850.A(13),1838,
104185819.txt,"Magic pill, or, Davie and Bess - L.C.2850.A(14)",1819,
104185820.txt,History of the wicked life and horrid death of Dr. John Faustus - L.C.2850.A(15),1816,
104185821.txt,Horse of knowledge and his water box - L.C.2850.A(16),1808,
104185822.txt,"Loss in a land, or, Lamentation in city and country with sighs from Perth for the death of ... Mr. William Wilson minister of the gospel at Perth - L.C.2850.A(2)",1742,
104185823.txt,True Christian love - L.C.2850.A(3),1745,
104185824.txt,Brief historical relation of the life of Mr. John Livingston Minister of the Gospel - L.C.2850.A(4),1754,
104185825.txt,Elegy upon the death of that famous and faithful minister and martyr Mr. James Renwick - L.C.2850.A(5),1760,
104185826.txt,"Unpardonable sin against the Holy Ghost, or, The sin unto death - L.C.2850.A(6)",1776,
104185827.txt,Worm Jacob threshing the mountains - L.C.2850.A(7),1776,
104185828.txt,"Cross of Christ, the Christian's glory - L.C.2850.A(8)",1778,
104185829.txt,Faith's plea upon God's covenant - L.C.2850.A(9),1787,
104185831.txt,Beggar's petition - L.C.2850.B(1),1800,
104185832.txt,"Cry from the dead, or, The ghost of the famous Mr James Guthrie appearing - L.C.2850.B(10)",1790,
104185833.txt,Wonderful progidies [sic] of judgment and mercy - L.C.2850.B(11),1803,
104185834.txt,Excellency of the knowledge of Christ crucified - L.C.2850.B(12),1765,
104185835.txt,"Choice drop of honey from the rock Christ, or, A short word of advice to all saints and sinners - L.C.2850.B(13)",1766,
104185836.txt,Wife of Beith - L.C.2850.B(14),1785,
104185837.txt,"Autobiography of William Love, P.C. - L.C.2850.B(15)",1857,
104185838.txt,Way to wealth - L.C.2850.B(16),na,
104185839.txt,Whole proceedings of Jocky and Maggy - L.C.2850.B(17),1790,
104185840.txt,Two original poems - L.C.2850.B(2),1797,
104185841.txt,London barber's wedding - L.C.2850.B(3),1799,
104185842.txt,Verses to the memory of Robert Burns - L.C.2850.B(4),1797,
104185843.txt,Peasant of Auburn - L.C.2850.B(5),1797,
104185844.txt,"Speech of King Robert the Bruce to his troops, to urge them on to fight with King Edward II. and his formidable host, at the ever memorable Battle of Bannockburn, fought on the 25th of June, 1314 - L.C.2850.B(6)",1798,
104185845.txt,Shepherd Lubin and his dog Tray - L.C.2850.B(7),1799,
104185846.txt,New-year's day - L.C.2850.B(8),1797,
104185847.txt,"Elegy in memory of that valiant champion, Sir Robert Grierson of Lag; who died Decem. 23d, 1733 - L.C.2850.B.(9)",1840,uncertain
104185848.txt,"Infernal secret, or, The invulnerable Spaniard - L.C.2850.C(1)",1840,
104185849.txt,Life and unparalleled voyages and adventures of Ambrose Gwinnett - L.C.2850.C(10),1840,
104185850.txt,"Sorrow-dispenser, or, Humpy Funnydoss' bundle of mirth - L.C.2850.C(11)",1840,
104185851.txt,"King James and the Egyptian robbers, or, The court cave of Fife - L.C.2850.C(12)",1840,
104185852.txt,History of the Empress Josephine - L.C.2850.C(13),1840,
104185853.txt,"Guy Fawkes, or, The history of the gunpowder plot - L.C.2850.C(14)",1840,
104185854.txt,"History of the Scottish patriot, Sir Wm. Wallace, Knight of Ellerslie - L.C.2850.C(15)",1840,
104185855.txt,History of King Robt. Bruce - L.C.2850.C(16),1840,
104185856.txt,History of fair Rosamond - L.C.2850.C(17),1853,
104185857.txt,History of Donald and his dog - L.C.2850.C(18),1840,
104185858.txt,Heliogabulus's magic tablets - L.C.2850.C(2),1840,
104185859.txt,Book of fate - L.C.2850.C(3),1840,
104185860.txt,"True fortune teller, or, Universal book of fate - L.C.2850.C(4)",1840,
104185861.txt,"Golden dreamer, or, Dreams realized - L.C.2850.C(5)",1840,
104185862.txt,"Golden dreamer, or, Dreamer's oracle - L.C.2850.C(6)",1840,
104185863.txt,"Dreamer's dictionary, or, Future revealer - L.C.2850.C(7)",1840,
104185864.txt,"Dreamer's dictionary, or, Future revealer - L.C.2850.C(8)",1840,
104185865.txt,History of The man with the iron mask - L.C.2850.C(9),1840,
104185866.txt,New mirror of love - L.C.2850.D(1),1832,
104185867.txt,History of Napoleon Buonaparte - L.C.2850.D(10),1840,
104185868.txt,"Life and history of Mary, Queen of Scots - L.C.2850.D(11)",1840,
104185869.txt,History of Beauty and the Beast - L.C.2850.D(12),1840,
104185870.txt,"Adam Bell, Clym of the Clough, and William of Cloudeslie - L.C.2850.D(13)",1840,
104185871.txt,Whole proceedings of Jockey and Maggy - L.C.2850.D(14),1839,
104185872.txt,Life memoirs & pedigree of Thomas Hamilton Dickson - L.C.2850.D(15),1841,
104185873.txt,Cream of Tannahill's songs - L.C.2850.D(16),1860,
104185874.txt,History of Will & Jean - L.C.2850.D(17),1860,
104185875.txt,Life and meritorious transactions of John Knox - L.C.2850.D(18),1840,
104185876.txt,"Narrative of the battles of Drumclog, and Bothwell Bridge - L.C.2850.D(19)",1840,
104185877.txt,Tournament at Eglinton Castle - L.C.2850.D(2),1839,
104185878.txt,Merry tales of the wise men of Gotham - L.C.2850.D(20),1840,
104185879.txt,"Long pack, or, The robbers discovered - L.C.2850.D(21)",1850,
104185880.txt,Excellent collection of the best Scotch proverbs - L.C.2850.D(22),1850,
104185881.txt,Child's assistant - L.C.2850.D(3),1839,
104185882.txt,Theatrical speaker - L.C.2850.D(4),1840,
104185883.txt,Divine songs for the use of children - L.C.2850.D(5),1847,
104185884.txt,"Pilgrim's progress, from this world to that which is to come - L.C.2850.D(6)",1840,
104185885.txt,History of Whittington and his cat - L.C.2850.D(7),1840,
104185886.txt,History of Jack and the bean-stalk - L.C.2850.D(8),1840,
104185887.txt,History of the Black Douglas - L.C.2850.D(9),1840,
104185888.txt,Blaeberry courtship - L.C.2851(1),1840,
104185889.txt,"Wandering shepherdess, or, The betrayed damsel - L.C.2851(10)",1840,
104185890.txt,Four favourite songs - L.C.2851(11),1840,
104185891.txt,Sir James the Rose - L.C.2851(12),1840,
104185892.txt,Margaret and the minister - L.C.2851(13),1840,
104185893.txt,Young Grigor's ghost - L.C.2851(14),1840,
104185894.txt,Life and death of fair Rosamond - L.C.2851(15),1840,
104185895.txt,Life and death of fair Rosamond - L.C.2851(16),1840,
104185896.txt,Five favourite songs - L.C.2851(17),1840,
104185897.txt,"Wandering young gentlewoman, or, The cat-skins' garland - L.C.2851(18)",1840,
104185898.txt,Haughs of Crumdel - L.C.2851(19),1840,
104185899.txt,Factor's garland - L.C.2851(2),1850,uncertain
104185900.txt,Duke of Gordon's three daughters - L.C.2851(20),1840,
104185901.txt,Penny-worth of wit's garland - L.C.2851(21),1840,
104185902.txt,Penny-worth of wit's garland - L.C.2851(22),1840,
104185903.txt,Rosanna - L.C.2851(23),1840,
104185904.txt,Captain Wedderburn's courtship - L.C.2851(24),1840,
104185905.txt,Three excellent songs - L.C.2851(25),1840,
104185906.txt,Battle of Roslin - L.C.2851(26),1840,
104185907.txt,"Fifty years shepherd, and fifty a king - L.C.2851(27)",1840,
104185908.txt,Five excellent songs - L.C.2851(28),1840,
104185909.txt,Berkshire Lady's garland - L.C.2851(29),1840,
104185910.txt,"Jemmy and Nancy of Yarmouth, or, The constant lovers - L.C.2851(3)",1840,
104185911.txt,Humourous adventures of Jump Jim Crow - L.C.2851(30),1840,
104185912.txt,Four favourite comic songs - L.C.2851(31),1840,
104185913.txt,Two favourite songs - L.C.2851(32),1840,
104185914.txt,Kate Dalrymple and The flowers of the forest - L.C.2851(33),1840,
104185915.txt,Four excellent songs - L.C.2851(34),1840,
104185916.txt,Four excellent songs - L.C.2851(35),1840,
104185917.txt,Six favourite songs - L.C.2851(36),1840,
104185918.txt,Six favourite songs - L.C.2851(37),1840,
104185919.txt,Six love songs - L.C.2851(38),1840,
104185920.txt,Greenock railway - L.C.2851(39),1840,
104185921.txt,Tragical history of Gill Morice - L.C.2851(4),1840,
104185922.txt,Eight popular songs - L.C.2851(40),1840,
104185923.txt,Harry Bluff - L.C.2851(41),1840,
104185924.txt,Knight of Elle - L.C.2851(42),1840,
104185925.txt,Five favourite songs - L.C.2851(43),1840,
104185926.txt,Seven excellent songs - L.C.2851(44),1840,
104185927.txt,"Sir Neil and Glengyle, the Highand chieftains - L.C.2851(5)",1840,
104185928.txt,"Old Scotch ballad of Andrew Lammie, or, Mill of Tifty's Annie - L.C.2851(6)",1840,
104185929.txt,"Old Scotch ballad of Andrew Lammie, or, Mill of Tifty's Annie - L.C.2851(7)",1840,
104185930.txt,Two favourite ballads - L.C.2851(8),1840,
104185931.txt,Hunting of Chevy-chase - L.C.2851(9),1840,
104185932.txt,Seven popular songs - L.C.2852(1),1840,
104185933.txt,Six favourite songs - L.C.2852(10),1840,
104185934.txt,Six favourite songs - L.C.2852(11),1840,
104185935.txt,Six Scotch songs - L.C.2852(12),1840,
104185936.txt,Five popular songs - L.C.2852(13),1840,
104185937.txt,Seven Scotch songs - L.C.2852(14),1840,
104185938.txt,Seven popular songs - L.C.2852(15),1840,
104185939.txt,Five Scotch songs - L.C.2852(16),1840,
104185940.txt,Jovial sons of Jove - L.C.2852(17),1840,
104185941.txt,Six excellent songs - L.C.2852(18),1840,
104185942.txt,Five popular songs - L.C.2852(19),1840,
104185943.txt,Humours of Glasgow fair - L.C.2852(2),1840,
104185944.txt,Coronation - L.C.2852(20),1840,
104185945.txt,Jolly beggar - L.C.2852(21),1840,
104185946.txt,Four excellent songs - L.C.2852(22),1840,
104185947.txt,Four excellent songs - L.C.2852(23),1840,
104185948.txt,Five songs - L.C.2852(24),1840,
104185949.txt,Drunken exciseman - L.C.2852(25),1840,
104185950.txt,Jim Crow - L.C.2852(26),1840,
104185951.txt,Five excellent songs - L.C.2852(27),1840,
104185952.txt,Four songs - L.C.2852(28),1840,
104185953.txt,Seven sentimental songs - L.C.2852(29),1840,
104185954.txt,Five favourite songs - L.C.2852(3),1840,
104185955.txt,"Lass of fair wone, or, The parson's daugter [sic] betrayed - L.C.2852(30)",1840,
104185956.txt,Four excellent songs - L.C.2852(31),1840,
104185957.txt,Monk and the miller's wife - L.C.2852(32),1840,
104185958.txt,Battle of Bothwell Brigg - L.C.2852(33),1840,
104185959.txt,Glasgow Peggy - L.C.2852(34),1840,
104185960.txt,Battle of Otterbourne - L.C.2852(35),1840,
104185961.txt,Gude Wallace - L.C.2852(36),1840,
104185962.txt,King's daughter - L.C.2852(37),1840,
104185963.txt,Bonnie baby Livingstone - L.C.2852(38),1840,
104185964.txt,Tragical ballad of Lord John's murder - L.C.2852(39),1840,
104185965.txt,Four popular songs - L.C.2852(4),1840,
104185966.txt,Battle of Philiphaugh - L.C.2852(40),1840,
104185967.txt,Seven of the most popular songs - L.C.2852(5),1840,
104185968.txt,Six popular songs - L.C.2852(6),1840,
104185969.txt,Nine popular songs - L.C.2852(7),1840,
104185970.txt,Seven popular songs - L.C.2852(8),1840,
104185971.txt,Six popular songs - L.C.2852(9),1840,
104185972.txt,"Narrative of the battles of Drumclog, and Bothwell Bridge - L.C.2852.A(1)",1840,
104185973.txt,Seraphim - L.C.2852.A(10),1840,
104185974.txt,New minstrel - L.C.2852.A(11),1840,
104185975.txt,Comic minstrel - L.C.2852.A(12),1850,
104185976.txt,Comic minstrel - L.C.2852.A(13),1850,
104185977.txt,Reciter - L.C.2852.A(14),1840,
104185979.txt,Comical stories of Thrummy Cap and the Ghaist - L.C.2852.A(15),1840,
104185980.txt,Comical stories of Thrummy Cap and the Ghaist - L.C.2852.A(16),1840,
104185981.txt,"Golden dreamer, or, Dreams realised - L.C.2852.A(17)",1850,
104185982.txt,"Golden dreamer, or, Dreams realised - L.C.2852.A(18)",1850,
104185983.txt,Royal dream book - L.C.2852.A(19),1850,
104185984.txt,"Rob Roy, the celebrated Highland freebooter, or, Memoirs of the Osbaldistone family - L.C.2852.A(2)",na,
104185985.txt,Witty and entertaining exploits of George Buchanan - L.C.2852.A(20),1850,
104185986.txt,Story of the bitter wedding - L.C.2852.A(21),1840,
104185987.txt,"Story of Blue Beard, or, The effects of female curiosity - L.C.2852.A(22)",1850,
104185988.txt,"Comical sayings of Paddy from Cork, with his coat buttoned behind - L.C.2852.A(23)",1850,
104185989.txt,Comical sayings of Paddy from Cork - L.C.2852.A(24),1840,
104185990.txt,Remarkable family adventure of Saunders Watson - L.C.2852.A(25),1840,
104185991.txt,Celebrated history of the renowned Robin Hood - L.C.2852.A(26),1850,
104185992.txt,Celebrated history of the renowned Robin Hood - L.C.2852.A(27),1850,
104185993.txt,"Long pack, or, The robbers discovered - L.C.2852.A(28)",1850,
104185994.txt,"Long pack, or, The robbers discovered - L.C.2852.A(29)",1850,
104185995.txt,"True fortune teller, or, Universal book of fate - L.C.2852.D(2)",1840,
104185996.txt,Cream of Scottish song - L.C.2852.D(20),1840,
104185997.txt,Popular songster - L.C.2852.D(21),1840,
104185998.txt,Song book - L.C.2852.D(22),1840,
104185999.txt,Bonny Prince Charlie's song book - L.C.2852.D(23),1840,
104186000.txt,History of Fair Rosamond - L.C.2852.D(24),1840,
104186001.txt,"Surprising life and adventures of the gentleman-robber, Redmond O'Hanlon - L.C.2852.D(25)",1840,
104186002.txt,Mother Bunch's golden fortune-teller - L.C.2852.D(26),1840,
104186003.txt,"Constant lovers, or, Jemmy and Nancy of Yarmouth - L.C.2852.D(27)",1840,
104186004.txt,"Choice drop of honey from the rock Christ, or, A short word of advice to saints and sinners - L.C.2852.D(28)",1840,
104186005.txt,"True fortune teller, or, Universal book of fate - L.C.2852.D(3)",1840,
104186006.txt,Life of Mansie Wauch tailor in Dalkeith - L.C.2852.D(4),1840,
104186007.txt,Story teller - L.C.2852.D(5),1840,
104186008.txt,Story teller - L.C.2852.D(6),1840,
104186009.txt,Art of swimming rendered easy - L.C.2852.D(7),1840,
104186010.txt,Select miscellany - L.C.2852.D(8),1840,
104186011.txt,Life and astonishing adventures of Peter Williamson - L.C.2852.D(9),1840,
104186012.txt,Shepherdess of the Alps - L.C.2852.E(1),1840,
104186013.txt,History of Sir William Wallace the renowned Scottish champion - L.C.2852.E(10),1840,
104186014.txt,"History of Sir William Wallace, the renowned Scottish champion - L.C.2852.E(11)",1840,
104186015.txt,"History of the life and death, of the great warrior Robert Bruce - L.C.2852.E(12)",1840,
104186016.txt,Pleasures of matrimony - L.C.2852.E(13),1840,
104186017.txt,"Adam Bell, Clym of the Clough, and William of Cloudeslie - L.C.2852.E(14)",1840,
104186018.txt,Token for mourners - L.C.2852.E(15),1840,
104186019.txt,Whole proceedings of Jocky and Maggy's courtship with the great diversion that ensued at their bedding - L.C.2852.E(16),1840,
104186020.txt,Whole proceedings of Jocky & Maggy's courtship with the great diversion that ensued at the wedding - L.C.2852.E(17),1840,
104186021.txt,Whole proceedings of Jocky & Maggy's courtship with the great diversion that ensued at the wedding - L.C.2852.E(18),1840,
104186022.txt,Prophecies of Thomas the Rhymer - L.C.2852.E(19),1840,
104186023.txt,Four interesting tales - L.C.2852.E(2),1840,
104186024.txt,"Life and prophecies, of Alexander Peden - L.C.2852.E(20)",1840,
104186025.txt,Satan's invisible world discovered - L.C.2852.E(21),1840,
104186026.txt,"Life of Richard Turpin, a most notorious highwayman - L.C.2852.E(22)",1840,
104186027.txt,"Tale of the Rebellion of 1745, or, The broken heart - L.C.2852.E(23)",1840,
104186028.txt,History of Dr. Faustus - L.C.2852.E(24),1840,
104186029.txt,History of Prince Charles Edward Stuart - L.C.2852.E(25),1840,
104186030.txt,"Famous Negro robber, and terror of Jamaica, or, The history and adventures of Jack Mansong - L.C.2852.E(26)",1840,
104186031.txt,Travels and adventures of Wm. Lithgow - L.C.2852.E(27),1840,
104186032.txt,Life and wonderful prophecies of Donald Cargill - L.C.2852.E(28),1840,
104186033.txt,Sins and sorrows spread before God - L.C.2852.E(3),1840,
104186034.txt,History of Paul Jones - L.C.2852.E(4),1840,
104186035.txt,Stories of Bewick and Graham - L.C.2852.E(5),1840,
104186036.txt,Wonderful adventures of sixteen British seamen - L.C.2852.E(6),1840,
104186037.txt,Napoleon Bonaparte's book of fate - L.C.2852.E(7),1840,
104186038.txt,Spouter's companion - L.C.2852.E(8),1840,
104186039.txt,"Odds and ends, or, A groat's-worth of fun for a penny - L.C.2852.E(9)",1840,
104186040.txt,"Female policy detected, or, The arts of designing women laid open - L.C.2852.F(1)",1840,
104186041.txt,Coalman's courtship to the creel-wife's daughter - L.C.2852.F(10),1840,
104186042.txt,Coalman's courtship to the creel-wife's daughter - L.C.2852.F(11),1840,
104186043.txt,"New fortune book, or, Conjurer's guide - L.C.2852.F(12)",1840,
104186044.txt,History of the Kings & Queens of England - L.C.2852.F(13),1840,
104186045.txt,History of the Kings & Queens of England and Scotland - L.C.2852.F(14),1845,
104186046.txt,Plant of renown - L.C.2852.F(15),1840,
104186047.txt,Economical and complete housekeeper - L.C.2852.F(16),1840,
104186048.txt,Robert Burn's [sic] song-book - L.C.2852.F(17),1840,
104186049.txt,Sea songster - L.C.2852.F(18),1840,
104186050.txt,Black-bird songster - L.C.2852.F(19),1840,
104186051.txt,Brief relation of the adventures of Bamfylde Moore Carew - L.C.2852.F(2),1840,
104186052.txt,"Dominie deposed, with the sequel - L.C.2852.F(20)",1840,
104186053.txt,"Elegy in memory of that valiant champion, Sir R. Grierson, late Laird of Lag, who died Dec. 23d, 1733 - L.C.2852.F(21)",1840,
104186054.txt,"Way to wealth, or, Poor Richard's maxims improved, &c. - L.C.2852.F(22)",1840,
104186055.txt,"Jachin and Boaz, or, The free mason's catechism - L.C.2852.F(23)",1840,
